date,state,parlimen,dun,sex,age,ethnicity,population
1/1/2020,Negeri Sembilan,P.131 Rembau,N.27 Rantau,female,overall,overall,25.914
1/1/2020,Negeri Sembilan,P.131 Rembau,N.27 Rantau,male,overall,overall,27.864
1/1/2021,Negeri Sembilan,P.131 Rembau,N.27 Rantau,both,overall,overall,54
1/1/2021,Negeri Sembilan,P.131 Rembau,N.27 Rantau,both,overall,citizen,53.2
1/1/2021,Negeri Sembilan,P.131 Rembau,N.27 Rantau,both,overall,noncitizen,0.8
1/1/2021,Negeri Sembilan,P.131 Rembau,N.27 Rantau,female,overall,overall,26.1
1/1/2021,Negeri Sembilan,P.131 Rembau,N.27 Rantau,male,overall,overall,27.9
1/1/2022,Negeri Sembilan,P.131 Rembau,N.27 Rantau,both,overall,overall,54.2
1/1/2022,Negeri Sembilan,P.131 Rembau,N.27 Rantau,both,overall,citizen,53.5
1/1/2022,Negeri Sembilan,P.131 Rembau,N.27 Rantau,both,overall,noncitizen,0.7
1/1/2022,Negeri Sembilan,P.131 Rembau,N.27 Rantau,female,overall,overall,26.3
1/1/2022,Negeri Sembilan,P.131 Rembau,N.27 Rantau,male,overall,overall,27.9
1/1/2020,Negeri Sembilan,P.131 Rembau,N.28 Kota,both,overall,overall,13.999
1/1/2020,Negeri Sembilan,P.131 Rembau,N.28 Kota,both,overall,citizen,13.337
1/1/2020,Negeri Sembilan,P.131 Rembau,N.28 Kota,both,overall,noncitizen,0.662
1/1/2020,Negeri Sembilan,P.131 Rembau,N.28 Kota,female,overall,overall,6.728
1/1/2020,Negeri Sembilan,P.131 Rembau,N.28 Kota,male,overall,overall,7.271
1/1/2021,Negeri Sembilan,P.131 Rembau,N.28 Kota,both,overall,overall,14
1/1/2021,Negeri Sembilan,P.131 Rembau,N.28 Kota,both,overall,citizen,13.5
1/1/2021,Negeri Sembilan,P.131 Rembau,N.28 Kota,both,overall,noncitizen,0.6
1/1/2021,Negeri Sembilan,P.131 Rembau,N.28 Kota,female,overall,overall,6.8
1/1/2021,Negeri Sembilan,P.131 Rembau,N.28 Kota,male,overall,overall,7.3
1/1/2022,Negeri Sembilan,P.131 Rembau,N.28 Kota,both,overall,overall,14.1
1/1/2022,Negeri Sembilan,P.131 Rembau,N.28 Kota,both,overall,citizen,13.6
1/1/2022,Negeri Sembilan,P.131 Rembau,N.28 Kota,both,overall,noncitizen,0.5
1/1/2022,Negeri Sembilan,P.131 Rembau,N.28 Kota,female,overall,overall,6.8
1/1/2022,Negeri Sembilan,P.131 Rembau,N.28 Kota,male,overall,overall,7.3
1/1/2020,Negeri Sembilan,P.132 Port Dickson,N.29 Chuah,both,overall,overall,14.569
1/1/2020,Negeri Sembilan,P.132 Port Dickson,N.29 Chuah,both,overall,citizen,13.866
1/1/2020,Negeri Sembilan,P.132 Port Dickson,N.29 Chuah,both,overall,noncitizen,0.703
1/1/2020,Negeri Sembilan,P.132 Port Dickson,N.29 Chuah,female,overall,overall,7.161
1/1/2020,Negeri Sembilan,P.132 Port Dickson,N.29 Chuah,male,overall,overall,7.408
1/1/2021,Negeri Sembilan,P.132 Port Dickson,N.29 Chuah,both,overall,overall,14.6
1/1/2021,Negeri Sembilan,P.132 Port Dickson,N.29 Chuah,both,overall,citizen,14
1/1/2021,Negeri Sembilan,P.132 Port Dickson,N.29 Chuah,both,overall,noncitizen,0.6
1/1/2021,Negeri Sembilan,P.132 Port Dickson,N.29 Chuah,female,overall,overall,7.2
1/1/2021,Negeri Sembilan,P.132 Port Dickson,N.29 Chuah,male,overall,overall,7.4
1/1/2022,Negeri Sembilan,P.132 Port Dickson,N.29 Chuah,both,overall,overall,14.7
1/1/2022,Negeri Sembilan,P.132 Port Dickson,N.29 Chuah,both,overall,citizen,14.1
1/1/2022,Negeri Sembilan,P.132 Port Dickson,N.29 Chuah,both,overall,noncitizen,0.6
1/1/2022,Negeri Sembilan,P.132 Port Dickson,N.29 Chuah,female,overall,overall,7.3
1/1/2022,Negeri Sembilan,P.132 Port Dickson,N.29 Chuah,male,overall,overall,7.4
1/1/2020,Negeri Sembilan,P.132 Port Dickson,N.30 Lukut,both,overall,overall,37.369
1/1/2020,Negeri Sembilan,P.132 Port Dickson,N.30 Lukut,both,overall,citizen,36.236
1/1/2020,Negeri Sembilan,P.132 Port Dickson,N.30 Lukut,both,overall,noncitizen,1.133
1/1/2020,Negeri Sembilan,P.132 Port Dickson,N.30 Lukut,female,overall,overall,18.678
1/1/2020,Negeri Sembilan,P.132 Port Dickson,N.30 Lukut,male,overall,overall,18.691
1/1/2021,Negeri Sembilan,P.132 Port Dickson,N.30 Lukut,both,overall,overall,37.5
1/1/2021,Negeri Sembilan,P.132 Port Dickson,N.30 Lukut,both,overall,citizen,36.5
1/1/2021,Negeri Sembilan,P.132 Port Dickson,N.30 Lukut,both,overall,noncitizen,1
1/1/2021,Negeri Sembilan,P.132 Port Dickson,N.30 Lukut,female,overall,overall,18.8
1/1/2021,Negeri Sembilan,P.132 Port Dickson,N.30 Lukut,male,overall,overall,18.7
1/1/2022,Negeri Sembilan,P.132 Port Dickson,N.30 Lukut,both,overall,overall,37.7
1/1/2022,Negeri Sembilan,P.132 Port Dickson,N.30 Lukut,both,overall,citizen,36.7
1/1/2022,Negeri Sembilan,P.132 Port Dickson,N.30 Lukut,both,overall,noncitizen,0.9
1/1/2022,Negeri Sembilan,P.132 Port Dickson,N.30 Lukut,female,overall,overall,18.9
1/1/2022,Negeri Sembilan,P.132 Port Dickson,N.30 Lukut,male,overall,overall,18.7
1/1/2020,Negeri Sembilan,P.132 Port Dickson,N.31 Bagan Pinang,both,overall,overall,34.893
1/1/2020,Negeri Sembilan,P.132 Port Dickson,N.31 Bagan Pinang,both,overall,citizen,33.25
1/1/2020,Negeri Sembilan,P.132 Port Dickson,N.31 Bagan Pinang,both,overall,noncitizen,1.643
1/1/2020,Negeri Sembilan,P.132 Port Dickson,N.31 Bagan Pinang,female,overall,overall,15.157
1/1/2020,Negeri Sembilan,P.132 Port Dickson,N.31 Bagan Pinang,male,overall,overall,19.736
1/1/2021,Negeri Sembilan,P.132 Port Dickson,N.31 Bagan Pinang,both,overall,overall,35
1/1/2021,Negeri Sembilan,P.132 Port Dickson,N.31 Bagan Pinang,both,overall,citizen,33.5
1/1/2021,Negeri Sembilan,P.132 Port Dickson,N.31 Bagan Pinang,both,overall,noncitizen,1.5
1/1/2021,Negeri Sembilan,P.132 Port Dickson,N.31 Bagan Pinang,female,overall,overall,15.3
1/1/2021,Negeri Sembilan,P.132 Port Dickson,N.31 Bagan Pinang,male,overall,overall,19.7
1/1/2022,Negeri Sembilan,P.132 Port Dickson,N.31 Bagan Pinang,both,overall,overall,35.2
1/1/2022,Negeri Sembilan,P.132 Port Dickson,N.31 Bagan Pinang,both,overall,citizen,33.8
1/1/2022,Negeri Sembilan,P.132 Port Dickson,N.31 Bagan Pinang,both,overall,noncitizen,1.3
1/1/2022,Negeri Sembilan,P.132 Port Dickson,N.31 Bagan Pinang,female,overall,overall,15.4
1/1/2022,Negeri Sembilan,P.132 Port Dickson,N.31 Bagan Pinang,male,overall,overall,19.8
1/1/2020,Negeri Sembilan,P.132 Port Dickson,N.32 Linggi,both,overall,overall,22.466
1/1/2020,Negeri Sembilan,P.132 Port Dickson,N.32 Linggi,both,overall,citizen,20.662
1/1/2020,Negeri Sembilan,P.132 Port Dickson,N.32 Linggi,both,overall,noncitizen,1.804
1/1/2020,Negeri Sembilan,P.132 Port Dickson,N.32 Linggi,female,overall,overall,10.405
1/1/2020,Negeri Sembilan,P.132 Port Dickson,N.32 Linggi,male,overall,overall,12.061
1/1/2021,Negeri Sembilan,P.132 Port Dickson,N.32 Linggi,both,overall,overall,22.5
1/1/2021,Negeri Sembilan,P.132 Port Dickson,N.32 Linggi,both,overall,citizen,20.9
1/1/2021,Negeri Sembilan,P.132 Port Dickson,N.32 Linggi,both,overall,noncitizen,1.6
1/1/2021,Negeri Sembilan,P.132 Port Dickson,N.32 Linggi,female,overall,overall,10.5
1/1/2021,Negeri Sembilan,P.132 Port Dickson,N.32 Linggi,male,overall,overall,12.1
1/1/2022,Negeri Sembilan,P.132 Port Dickson,N.32 Linggi,both,overall,overall,22.6
1/1/2022,Negeri Sembilan,P.132 Port Dickson,N.32 Linggi,both,overall,citizen,21.1
1/1/2022,Negeri Sembilan,P.132 Port Dickson,N.32 Linggi,both,overall,noncitizen,1.5
1/1/2022,Negeri Sembilan,P.132 Port Dickson,N.32 Linggi,female,overall,overall,10.5
1/1/2022,Negeri Sembilan,P.132 Port Dickson,N.32 Linggi,male,overall,overall,12.1
1/1/2020,Negeri Sembilan,P.132 Port Dickson,N.33 Sri Tanjung,both,overall,overall,19.657
1/1/2020,Negeri Sembilan,P.132 Port Dickson,N.33 Sri Tanjung,both,overall,citizen,18.83
1/1/2020,Negeri Sembilan,P.132 Port Dickson,N.33 Sri Tanjung,both,overall,noncitizen,0.827
1/1/2020,Negeri Sembilan,P.132 Port Dickson,N.33 Sri Tanjung,female,overall,overall,9.144
1/1/2020,Negeri Sembilan,P.132 Port Dickson,N.33 Sri Tanjung,male,overall,overall,10.513
1/1/2021,Negeri Sembilan,P.132 Port Dickson,N.33 Sri Tanjung,both,overall,overall,19.7
1/1/2021,Negeri Sembilan,P.132 Port Dickson,N.33 Sri Tanjung,both,overall,citizen,19
1/1/2021,Negeri Sembilan,P.132 Port Dickson,N.33 Sri Tanjung,both,overall,noncitizen,0.7
1/1/2021,Negeri Sembilan,P.132 Port Dickson,N.33 Sri Tanjung,female,overall,overall,9.2
1/1/2021,Negeri Sembilan,P.132 Port Dickson,N.33 Sri Tanjung,male,overall,overall,10.5
1/1/2022,Negeri Sembilan,P.132 Port Dickson,N.33 Sri Tanjung,both,overall,overall,19.8
1/1/2022,Negeri Sembilan,P.132 Port Dickson,N.33 Sri Tanjung,both,overall,citizen,19.1
1/1/2022,Negeri Sembilan,P.132 Port Dickson,N.33 Sri Tanjung,both,overall,noncitizen,0.7
1/1/2022,Negeri Sembilan,P.132 Port Dickson,N.33 Sri Tanjung,female,overall,overall,9.3
1/1/2022,Negeri Sembilan,P.132 Port Dickson,N.33 Sri Tanjung,male,overall,overall,10.5
1/1/2020,Negeri Sembilan,P.133 Tampin,N.34 Gemas,both,overall,overall,28.835
1/1/2020,Negeri Sembilan,P.133 Tampin,N.34 Gemas,both,overall,citizen,27.058
1/1/2020,Negeri Sembilan,P.133 Tampin,N.34 Gemas,both,overall,noncitizen,1.777
1/1/2020,Negeri Sembilan,P.133 Tampin,N.34 Gemas,female,overall,overall,12.639
1/1/2020,Negeri Sembilan,P.133 Tampin,N.34 Gemas,male,overall,overall,16.196
1/1/2021,Negeri Sembilan,P.133 Tampin,N.34 Gemas,both,overall,overall,28.9
1/1/2021,Negeri Sembilan,P.133 Tampin,N.34 Gemas,both,overall,citizen,27.3
1/1/2021,Negeri Sembilan,P.133 Tampin,N.34 Gemas,both,overall,noncitizen,1.6
1/1/2021,Negeri Sembilan,P.133 Tampin,N.34 Gemas,female,overall,overall,12.7
1/1/2021,Negeri Sembilan,P.133 Tampin,N.34 Gemas,male,overall,overall,16.2
1/1/2022,Negeri Sembilan,P.133 Tampin,N.34 Gemas,both,overall,overall,29.1
1/1/2022,Negeri Sembilan,P.133 Tampin,N.34 Gemas,both,overall,citizen,27.6
1/1/2022,Negeri Sembilan,P.133 Tampin,N.34 Gemas,both,overall,noncitizen,1.5
1/1/2022,Negeri Sembilan,P.133 Tampin,N.34 Gemas,female,overall,overall,12.8
1/1/2022,Negeri Sembilan,P.133 Tampin,N.34 Gemas,male,overall,overall,16.2
1/1/2020,Negeri Sembilan,P.133 Tampin,N.35 Gemencheh,both,overall,overall,27.304
1/1/2020,Negeri Sembilan,P.133 Tampin,N.35 Gemencheh,both,overall,citizen,24.675
1/1/2020,Negeri Sembilan,P.133 Tampin,N.35 Gemencheh,both,overall,noncitizen,2.629
1/1/2020,Negeri Sembilan,P.133 Tampin,N.35 Gemencheh,female,overall,overall,12.572
1/1/2020,Negeri Sembilan,P.133 Tampin,N.35 Gemencheh,male,overall,overall,14.732
1/1/2021,Negeri Sembilan,P.133 Tampin,N.35 Gemencheh,both,overall,overall,27.4
1/1/2021,Negeri Sembilan,P.133 Tampin,N.35 Gemencheh,both,overall,citizen,25
1/1/2021,Negeri Sembilan,P.133 Tampin,N.35 Gemencheh,both,overall,noncitizen,2.4
1/1/2021,Negeri Sembilan,P.133 Tampin,N.35 Gemencheh,female,overall,overall,12.7
1/1/2021,Negeri Sembilan,P.133 Tampin,N.35 Gemencheh,male,overall,overall,14.7
1/1/2022,Negeri Sembilan,P.133 Tampin,N.35 Gemencheh,both,overall,overall,27.5
1/1/2022,Negeri Sembilan,P.133 Tampin,N.35 Gemencheh,both,overall,citizen,25.3
1/1/2022,Negeri Sembilan,P.133 Tampin,N.35 Gemencheh,both,overall,noncitizen,2.2
1/1/2022,Negeri Sembilan,P.133 Tampin,N.35 Gemencheh,female,overall,overall,12.7
1/1/2022,Negeri Sembilan,P.133 Tampin,N.35 Gemencheh,male,overall,overall,14.8
1/1/2020,Negeri Sembilan,P.133 Tampin,N.36 Repah,both,overall,overall,31.984
1/1/2020,Negeri Sembilan,P.133 Tampin,N.36 Repah,both,overall,citizen,31.556
1/1/2020,Negeri Sembilan,P.133 Tampin,N.36 Repah,both,overall,noncitizen,0.428
1/1/2020,Negeri Sembilan,P.133 Tampin,N.36 Repah,female,overall,overall,16.111
1/1/2020,Negeri Sembilan,P.133 Tampin,N.36 Repah,male,overall,overall,15.873
1/1/2021,Negeri Sembilan,P.133 Tampin,N.36 Repah,both,overall,overall,32.1
1/1/2021,Negeri Sembilan,P.133 Tampin,N.36 Repah,both,overall,citizen,31.7
1/1/2021,Negeri Sembilan,P.133 Tampin,N.36 Repah,both,overall,noncitizen,0.4
1/1/2021,Negeri Sembilan,P.133 Tampin,N.36 Repah,female,overall,overall,16.2
1/1/2021,Negeri Sembilan,P.133 Tampin,N.36 Repah,male,overall,overall,15.9
1/1/2022,Negeri Sembilan,P.133 Tampin,N.36 Repah,both,overall,overall,32.2
1/1/2022,Negeri Sembilan,P.133 Tampin,N.36 Repah,both,overall,citizen,31.9
1/1/2022,Negeri Sembilan,P.133 Tampin,N.36 Repah,both,overall,noncitizen,0.4
1/1/2022,Negeri Sembilan,P.133 Tampin,N.36 Repah,female,overall,overall,16.3
1/1/2022,Negeri Sembilan,P.133 Tampin,N.36 Repah,male,overall,overall,15.9
1/1/2020,Melaka,P.134 Masjid Tanah,N.01 Kuala Linggi,both,overall,overall,19.166
1/1/2020,Melaka,P.134 Masjid Tanah,N.01 Kuala Linggi,both,overall,citizen,18.551
1/1/2020,Melaka,P.134 Masjid Tanah,N.01 Kuala Linggi,both,overall,noncitizen,0.615
1/1/2020,Melaka,P.134 Masjid Tanah,N.01 Kuala Linggi,female,overall,overall,10.267
1/1/2020,Melaka,P.134 Masjid Tanah,N.01 Kuala Linggi,male,overall,overall,8.899
1/1/2021,Melaka,P.134 Masjid Tanah,N.01 Kuala Linggi,both,overall,overall,19.3
1/1/2021,Melaka,P.134 Masjid Tanah,N.01 Kuala Linggi,both,overall,citizen,18.7
1/1/2021,Melaka,P.134 Masjid Tanah,N.01 Kuala Linggi,both,overall,noncitizen,0.6
1/1/2021,Melaka,P.134 Masjid Tanah,N.01 Kuala Linggi,female,overall,overall,10.3
1/1/2021,Melaka,P.134 Masjid Tanah,N.01 Kuala Linggi,male,overall,overall,8.9
1/1/2022,Melaka,P.134 Masjid Tanah,N.01 Kuala Linggi,both,overall,overall,19.3
1/1/2022,Melaka,P.134 Masjid Tanah,N.01 Kuala Linggi,both,overall,citizen,18.8
1/1/2022,Melaka,P.134 Masjid Tanah,N.01 Kuala Linggi,both,overall,noncitizen,0.6
1/1/2022,Melaka,P.134 Masjid Tanah,N.01 Kuala Linggi,female,overall,overall,10.4
1/1/2022,Melaka,P.134 Masjid Tanah,N.01 Kuala Linggi,male,overall,overall,8.9
1/1/2020,Melaka,P.134 Masjid Tanah,N.02 Tanjung Bidara,both,overall,overall,23.219
1/1/2020,Melaka,P.134 Masjid Tanah,N.02 Tanjung Bidara,both,overall,citizen,20.431
1/1/2020,Melaka,P.134 Masjid Tanah,N.02 Tanjung Bidara,both,overall,noncitizen,2.788
1/1/2020,Melaka,P.134 Masjid Tanah,N.02 Tanjung Bidara,female,overall,overall,11.28
1/1/2020,Melaka,P.134 Masjid Tanah,N.02 Tanjung Bidara,male,overall,overall,11.939
1/1/2021,Melaka,P.134 Masjid Tanah,N.02 Tanjung Bidara,both,overall,overall,23.4
1/1/2021,Melaka,P.134 Masjid Tanah,N.02 Tanjung Bidara,both,overall,citizen,20.6
1/1/2021,Melaka,P.134 Masjid Tanah,N.02 Tanjung Bidara,both,overall,noncitizen,2.7
1/1/2021,Melaka,P.134 Masjid Tanah,N.02 Tanjung Bidara,female,overall,overall,11.4
1/1/2021,Melaka,P.134 Masjid Tanah,N.02 Tanjung Bidara,male,overall,overall,12
1/1/2022,Melaka,P.134 Masjid Tanah,N.02 Tanjung Bidara,both,overall,overall,23.4
1/1/2022,Melaka,P.134 Masjid Tanah,N.02 Tanjung Bidara,both,overall,citizen,20.9
1/1/2022,Melaka,P.134 Masjid Tanah,N.02 Tanjung Bidara,both,overall,noncitizen,2.5
1/1/2022,Melaka,P.134 Masjid Tanah,N.02 Tanjung Bidara,female,overall,overall,11.4
1/1/2022,Melaka,P.134 Masjid Tanah,N.02 Tanjung Bidara,male,overall,overall,12
1/1/2020,Melaka,P.134 Masjid Tanah,N.03 Ayer Limau,both,overall,overall,16.385
1/1/2020,Melaka,P.134 Masjid Tanah,N.03 Ayer Limau,both,overall,citizen,15.854
1/1/2020,Melaka,P.134 Masjid Tanah,N.03 Ayer Limau,both,overall,noncitizen,0.531
1/1/2020,Melaka,P.134 Masjid Tanah,N.03 Ayer Limau,female,overall,overall,7.96
1/1/2020,Melaka,P.134 Masjid Tanah,N.03 Ayer Limau,male,overall,overall,8.425
1/1/2021,Melaka,P.134 Masjid Tanah,N.03 Ayer Limau,both,overall,overall,16.5
1/1/2021,Melaka,P.134 Masjid Tanah,N.03 Ayer Limau,both,overall,citizen,16
1/1/2021,Melaka,P.134 Masjid Tanah,N.03 Ayer Limau,both,overall,noncitizen,0.5
1/1/2021,Melaka,P.134 Masjid Tanah,N.03 Ayer Limau,female,overall,overall,8
1/1/2021,Melaka,P.134 Masjid Tanah,N.03 Ayer Limau,male,overall,overall,8.5
1/1/2022,Melaka,P.134 Masjid Tanah,N.03 Ayer Limau,both,overall,overall,16.5
1/1/2022,Melaka,P.134 Masjid Tanah,N.03 Ayer Limau,both,overall,citizen,16.1
1/1/2022,Melaka,P.134 Masjid Tanah,N.03 Ayer Limau,both,overall,noncitizen,0.5
1/1/2022,Melaka,P.134 Masjid Tanah,N.03 Ayer Limau,female,overall,overall,8.1
1/1/2022,Melaka,P.134 Masjid Tanah,N.03 Ayer Limau,male,overall,overall,8.5
1/1/2020,Melaka,P.134 Masjid Tanah,N.04 Lendu,both,overall,overall,19.817
1/1/2020,Melaka,P.134 Masjid Tanah,N.04 Lendu,both,overall,citizen,19.036
1/1/2020,Melaka,P.134 Masjid Tanah,N.04 Lendu,both,overall,noncitizen,0.781
1/1/2020,Melaka,P.134 Masjid Tanah,N.04 Lendu,female,overall,overall,9.419
1/1/2020,Melaka,P.134 Masjid Tanah,N.04 Lendu,male,overall,overall,10.398
1/1/2021,Melaka,P.134 Masjid Tanah,N.04 Lendu,both,overall,overall,19.9
1/1/2021,Melaka,P.134 Masjid Tanah,N.04 Lendu,both,overall,citizen,19.2
1/1/2021,Melaka,P.134 Masjid Tanah,N.04 Lendu,both,overall,noncitizen,0.8
1/1/2021,Melaka,P.134 Masjid Tanah,N.04 Lendu,female,overall,overall,9.5
1/1/2021,Melaka,P.134 Masjid Tanah,N.04 Lendu,male,overall,overall,10.4
1/1/2022,Melaka,P.134 Masjid Tanah,N.04 Lendu,both,overall,overall,20
1/1/2022,Melaka,P.134 Masjid Tanah,N.04 Lendu,both,overall,citizen,19.3
1/1/2022,Melaka,P.134 Masjid Tanah,N.04 Lendu,both,overall,noncitizen,0.7
1/1/2022,Melaka,P.134 Masjid Tanah,N.04 Lendu,female,overall,overall,9.5
1/1/2022,Melaka,P.134 Masjid Tanah,N.04 Lendu,male,overall,overall,10.5
1/1/2020,Melaka,P.134 Masjid Tanah,N.05 Taboh Naning,both,overall,overall,17.102
1/1/2020,Melaka,P.134 Masjid Tanah,N.05 Taboh Naning,both,overall,citizen,16.664
1/1/2020,Melaka,P.134 Masjid Tanah,N.05 Taboh Naning,both,overall,noncitizen,0.438
1/1/2020,Melaka,P.134 Masjid Tanah,N.05 Taboh Naning,female,overall,overall,8.383
1/1/2020,Melaka,P.134 Masjid Tanah,N.05 Taboh Naning,male,overall,overall,8.719
1/1/2021,Melaka,P.134 Masjid Tanah,N.05 Taboh Naning,both,overall,overall,17.2
1/1/2021,Melaka,P.134 Masjid Tanah,N.05 Taboh Naning,both,overall,citizen,16.8
1/1/2021,Melaka,P.134 Masjid Tanah,N.05 Taboh Naning,both,overall,noncitizen,0.4
1/1/2021,Melaka,P.134 Masjid Tanah,N.05 Taboh Naning,female,overall,overall,8.4
1/1/2021,Melaka,P.134 Masjid Tanah,N.05 Taboh Naning,male,overall,overall,8.8
1/1/2022,Melaka,P.134 Masjid Tanah,N.05 Taboh Naning,both,overall,overall,17.3
1/1/2022,Melaka,P.134 Masjid Tanah,N.05 Taboh Naning,both,overall,citizen,16.9
1/1/2022,Melaka,P.134 Masjid Tanah,N.05 Taboh Naning,both,overall,noncitizen,0.4
1/1/2022,Melaka,P.134 Masjid Tanah,N.05 Taboh Naning,female,overall,overall,8.5
1/1/2022,Melaka,P.134 Masjid Tanah,N.05 Taboh Naning,male,overall,overall,8.8
1/1/2020,Melaka,P.135 Alor Gajah,N.06 Rembia,both,overall,overall,47.048
1/1/2020,Melaka,P.135 Alor Gajah,N.06 Rembia,both,overall,citizen,41.306
1/1/2020,Melaka,P.135 Alor Gajah,N.06 Rembia,both,overall,noncitizen,5.742
1/1/2020,Melaka,P.135 Alor Gajah,N.06 Rembia,female,overall,overall,23.639
1/1/2020,Melaka,P.135 Alor Gajah,N.06 Rembia,male,overall,overall,23.409
1/1/2021,Melaka,P.135 Alor Gajah,N.06 Rembia,both,overall,overall,47.3
1/1/2021,Melaka,P.135 Alor Gajah,N.06 Rembia,both,overall,citizen,41.7
1/1/2021,Melaka,P.135 Alor Gajah,N.06 Rembia,both,overall,noncitizen,5.6
1/1/2021,Melaka,P.135 Alor Gajah,N.06 Rembia,female,overall,overall,23.8
1/1/2021,Melaka,P.135 Alor Gajah,N.06 Rembia,male,overall,overall,23.5
1/1/2022,Melaka,P.135 Alor Gajah,N.06 Rembia,both,overall,overall,47.5
1/1/2022,Melaka,P.135 Alor Gajah,N.06 Rembia,both,overall,citizen,42.2
1/1/2022,Melaka,P.135 Alor Gajah,N.06 Rembia,both,overall,noncitizen,5.3
1/1/2022,Melaka,P.135 Alor Gajah,N.06 Rembia,female,overall,overall,24
1/1/2022,Melaka,P.135 Alor Gajah,N.06 Rembia,male,overall,overall,23.5
1/1/2020,Melaka,P.135 Alor Gajah,N.07 Gadek,both,overall,overall,28.316
1/1/2020,Melaka,P.135 Alor Gajah,N.07 Gadek,both,overall,citizen,26.888
1/1/2020,Melaka,P.135 Alor Gajah,N.07 Gadek,both,overall,noncitizen,1.428
1/1/2020,Melaka,P.135 Alor Gajah,N.07 Gadek,female,overall,overall,13.586
1/1/2020,Melaka,P.135 Alor Gajah,N.07 Gadek,male,overall,overall,14.73
1/1/2021,Melaka,P.135 Alor Gajah,N.07 Gadek,both,overall,overall,28.5
1/1/2021,Melaka,P.135 Alor Gajah,N.07 Gadek,both,overall,citizen,27.1
1/1/2021,Melaka,P.135 Alor Gajah,N.07 Gadek,both,overall,noncitizen,1.4
1/1/2021,Melaka,P.135 Alor Gajah,N.07 Gadek,female,overall,overall,13.7
1/1/2021,Melaka,P.135 Alor Gajah,N.07 Gadek,male,overall,overall,14.8
1/1/2022,Melaka,P.135 Alor Gajah,N.07 Gadek,both,overall,overall,28.6
1/1/2022,Melaka,P.135 Alor Gajah,N.07 Gadek,both,overall,citizen,27.3
1/1/2022,Melaka,P.135 Alor Gajah,N.07 Gadek,both,overall,noncitizen,1.3
1/1/2022,Melaka,P.135 Alor Gajah,N.07 Gadek,female,overall,overall,13.8
1/1/2022,Melaka,P.135 Alor Gajah,N.07 Gadek,male,overall,overall,14.8
1/1/2020,Melaka,P.135 Alor Gajah,N.08 Machap Jaya,both,overall,overall,24.974
1/1/2020,Melaka,P.135 Alor Gajah,N.08 Machap Jaya,both,overall,citizen,22.905
1/1/2020,Melaka,P.135 Alor Gajah,N.08 Machap Jaya,both,overall,noncitizen,2.069
1/1/2020,Melaka,P.135 Alor Gajah,N.08 Machap Jaya,female,overall,overall,11.351
1/1/2020,Melaka,P.135 Alor Gajah,N.08 Machap Jaya,male,overall,overall,13.623
1/1/2021,Melaka,P.135 Alor Gajah,N.08 Machap Jaya,both,overall,overall,25.1
1/1/2021,Melaka,P.135 Alor Gajah,N.08 Machap Jaya,both,overall,citizen,23.1
1/1/2021,Melaka,P.135 Alor Gajah,N.08 Machap Jaya,both,overall,noncitizen,2
1/1/2021,Melaka,P.135 Alor Gajah,N.08 Machap Jaya,female,overall,overall,11.4
1/1/2021,Melaka,P.135 Alor Gajah,N.08 Machap Jaya,male,overall,overall,13.7
1/1/2022,Melaka,P.135 Alor Gajah,N.08 Machap Jaya,both,overall,overall,25.2
1/1/2022,Melaka,P.135 Alor Gajah,N.08 Machap Jaya,both,overall,citizen,23.3
1/1/2022,Melaka,P.135 Alor Gajah,N.08 Machap Jaya,both,overall,noncitizen,1.9
1/1/2022,Melaka,P.135 Alor Gajah,N.08 Machap Jaya,female,overall,overall,11.5
1/1/2022,Melaka,P.135 Alor Gajah,N.08 Machap Jaya,male,overall,overall,13.7
1/1/2020,Melaka,P.135 Alor Gajah,N.09 Durian Tunggal,both,overall,overall,53.329
1/1/2020,Melaka,P.135 Alor Gajah,N.09 Durian Tunggal,both,overall,citizen,49.596
1/1/2020,Melaka,P.135 Alor Gajah,N.09 Durian Tunggal,both,overall,noncitizen,3.733
1/1/2020,Melaka,P.135 Alor Gajah,N.09 Durian Tunggal,female,overall,overall,24.71
1/1/2020,Melaka,P.135 Alor Gajah,N.09 Durian Tunggal,male,overall,overall,28.619
1/1/2021,Melaka,P.135 Alor Gajah,N.09 Durian Tunggal,both,overall,overall,53.7
1/1/2021,Melaka,P.135 Alor Gajah,N.09 Durian Tunggal,both,overall,citizen,50
1/1/2021,Melaka,P.135 Alor Gajah,N.09 Durian Tunggal,both,overall,noncitizen,3.6
1/1/2021,Melaka,P.135 Alor Gajah,N.09 Durian Tunggal,female,overall,overall,24.9
1/1/2021,Melaka,P.135 Alor Gajah,N.09 Durian Tunggal,male,overall,overall,28.8
1/1/2022,Melaka,P.135 Alor Gajah,N.09 Durian Tunggal,both,overall,overall,53.8
1/1/2022,Melaka,P.135 Alor Gajah,N.09 Durian Tunggal,both,overall,citizen,50.4
1/1/2022,Melaka,P.135 Alor Gajah,N.09 Durian Tunggal,both,overall,noncitizen,3.4
1/1/2022,Melaka,P.135 Alor Gajah,N.09 Durian Tunggal,female,overall,overall,25
1/1/2022,Melaka,P.135 Alor Gajah,N.09 Durian Tunggal,male,overall,overall,28.8
1/1/2020,Melaka,P.135 Alor Gajah,N.10 Asahan,both,overall,overall,17.406
1/1/2020,Melaka,P.135 Alor Gajah,N.10 Asahan,both,overall,citizen,15.155
