date,state,parlimen,dun,sex,age,ethnicity,population
1/1/2020,Kelantan,P.028 Pasir Puteh,N.30 Limbongan,male,overall,overall,21.347
1/1/2021,Kelantan,P.028 Pasir Puteh,N.30 Limbongan,both,overall,overall,43.6
1/1/2021,Kelantan,P.028 Pasir Puteh,N.30 Limbongan,both,overall,citizen,43.4
1/1/2021,Kelantan,P.028 Pasir Puteh,N.30 Limbongan,both,overall,noncitizen,0.2
1/1/2021,Kelantan,P.028 Pasir Puteh,N.30 Limbongan,female,overall,overall,22.1
1/1/2021,Kelantan,P.028 Pasir Puteh,N.30 Limbongan,male,overall,overall,21.6
1/1/2022,Kelantan,P.028 Pasir Puteh,N.30 Limbongan,both,overall,overall,44.1
1/1/2022,Kelantan,P.028 Pasir Puteh,N.30 Limbongan,both,overall,citizen,43.9
1/1/2022,Kelantan,P.028 Pasir Puteh,N.30 Limbongan,both,overall,noncitizen,0.2
1/1/2022,Kelantan,P.028 Pasir Puteh,N.30 Limbongan,female,overall,overall,22.3
1/1/2022,Kelantan,P.028 Pasir Puteh,N.30 Limbongan,male,overall,overall,21.8
1/1/2020,Kelantan,P.028 Pasir Puteh,N.31 Semerak,both,overall,overall,33.188
1/1/2020,Kelantan,P.028 Pasir Puteh,N.31 Semerak,both,overall,citizen,33.005
1/1/2020,Kelantan,P.028 Pasir Puteh,N.31 Semerak,both,overall,noncitizen,0.183
1/1/2020,Kelantan,P.028 Pasir Puteh,N.31 Semerak,female,overall,overall,16.495
1/1/2020,Kelantan,P.028 Pasir Puteh,N.31 Semerak,male,overall,overall,16.693
1/1/2021,Kelantan,P.028 Pasir Puteh,N.31 Semerak,both,overall,overall,33.6
1/1/2021,Kelantan,P.028 Pasir Puteh,N.31 Semerak,both,overall,citizen,33.4
1/1/2021,Kelantan,P.028 Pasir Puteh,N.31 Semerak,both,overall,noncitizen,0.2
1/1/2021,Kelantan,P.028 Pasir Puteh,N.31 Semerak,female,overall,overall,16.7
1/1/2021,Kelantan,P.028 Pasir Puteh,N.31 Semerak,male,overall,overall,16.9
1/1/2022,Kelantan,P.028 Pasir Puteh,N.31 Semerak,both,overall,overall,33.9
1/1/2022,Kelantan,P.028 Pasir Puteh,N.31 Semerak,both,overall,citizen,33.7
1/1/2022,Kelantan,P.028 Pasir Puteh,N.31 Semerak,both,overall,noncitizen,0.2
1/1/2022,Kelantan,P.028 Pasir Puteh,N.31 Semerak,female,overall,overall,16.8
1/1/2022,Kelantan,P.028 Pasir Puteh,N.31 Semerak,male,overall,overall,17
1/1/2020,Kelantan,P.028 Pasir Puteh,N.32 Gaal,both,overall,overall,23.896
1/1/2020,Kelantan,P.028 Pasir Puteh,N.32 Gaal,both,overall,citizen,23.779
1/1/2020,Kelantan,P.028 Pasir Puteh,N.32 Gaal,both,overall,noncitizen,0.117
1/1/2020,Kelantan,P.028 Pasir Puteh,N.32 Gaal,female,overall,overall,12.109
1/1/2020,Kelantan,P.028 Pasir Puteh,N.32 Gaal,male,overall,overall,11.787
1/1/2021,Kelantan,P.028 Pasir Puteh,N.32 Gaal,both,overall,overall,24.2
1/1/2021,Kelantan,P.028 Pasir Puteh,N.32 Gaal,both,overall,citizen,24
1/1/2021,Kelantan,P.028 Pasir Puteh,N.32 Gaal,both,overall,noncitizen,0.1
1/1/2021,Kelantan,P.028 Pasir Puteh,N.32 Gaal,female,overall,overall,12.2
1/1/2021,Kelantan,P.028 Pasir Puteh,N.32 Gaal,male,overall,overall,11.9
1/1/2022,Kelantan,P.028 Pasir Puteh,N.32 Gaal,both,overall,overall,24.4
1/1/2022,Kelantan,P.028 Pasir Puteh,N.32 Gaal,both,overall,citizen,24.3
1/1/2022,Kelantan,P.028 Pasir Puteh,N.32 Gaal,both,overall,noncitizen,0.1
1/1/2022,Kelantan,P.028 Pasir Puteh,N.32 Gaal,female,overall,overall,12.4
1/1/2022,Kelantan,P.028 Pasir Puteh,N.32 Gaal,male,overall,overall,12
1/1/2020,Kelantan,P.029 Machang,N.33 Pulai Chondong,both,overall,overall,33.394
1/1/2020,Kelantan,P.029 Machang,N.33 Pulai Chondong,both,overall,citizen,33.123
1/1/2020,Kelantan,P.029 Machang,N.33 Pulai Chondong,both,overall,noncitizen,0.271
1/1/2020,Kelantan,P.029 Machang,N.33 Pulai Chondong,female,overall,overall,16.633
1/1/2020,Kelantan,P.029 Machang,N.33 Pulai Chondong,male,overall,overall,16.761
1/1/2021,Kelantan,P.029 Machang,N.33 Pulai Chondong,both,overall,overall,33.8
1/1/2021,Kelantan,P.029 Machang,N.33 Pulai Chondong,both,overall,citizen,33.5
1/1/2021,Kelantan,P.029 Machang,N.33 Pulai Chondong,both,overall,noncitizen,0.3
1/1/2021,Kelantan,P.029 Machang,N.33 Pulai Chondong,female,overall,overall,16.8
1/1/2021,Kelantan,P.029 Machang,N.33 Pulai Chondong,male,overall,overall,16.9
1/1/2022,Kelantan,P.029 Machang,N.33 Pulai Chondong,both,overall,overall,34.1
1/1/2022,Kelantan,P.029 Machang,N.33 Pulai Chondong,both,overall,citizen,33.8
1/1/2022,Kelantan,P.029 Machang,N.33 Pulai Chondong,both,overall,noncitizen,0.3
1/1/2022,Kelantan,P.029 Machang,N.33 Pulai Chondong,female,overall,overall,17
1/1/2022,Kelantan,P.029 Machang,N.33 Pulai Chondong,male,overall,overall,17.1
1/1/2020,Kelantan,P.029 Machang,N.34 Temangan,both,overall,overall,29.773
1/1/2020,Kelantan,P.029 Machang,N.34 Temangan,both,overall,citizen,29.263
1/1/2020,Kelantan,P.029 Machang,N.34 Temangan,both,overall,noncitizen,0.51
1/1/2020,Kelantan,P.029 Machang,N.34 Temangan,female,overall,overall,14.133
1/1/2020,Kelantan,P.029 Machang,N.34 Temangan,male,overall,overall,15.64
1/1/2021,Kelantan,P.029 Machang,N.34 Temangan,both,overall,overall,30.1
1/1/2021,Kelantan,P.029 Machang,N.34 Temangan,both,overall,citizen,29.6
1/1/2021,Kelantan,P.029 Machang,N.34 Temangan,both,overall,noncitizen,0.5
1/1/2021,Kelantan,P.029 Machang,N.34 Temangan,female,overall,overall,14.3
1/1/2021,Kelantan,P.029 Machang,N.34 Temangan,male,overall,overall,15.8
1/1/2022,Kelantan,P.029 Machang,N.34 Temangan,both,overall,overall,30.4
1/1/2022,Kelantan,P.029 Machang,N.34 Temangan,both,overall,citizen,29.9
1/1/2022,Kelantan,P.029 Machang,N.34 Temangan,both,overall,noncitizen,0.5
1/1/2022,Kelantan,P.029 Machang,N.34 Temangan,female,overall,overall,14.4
1/1/2022,Kelantan,P.029 Machang,N.34 Temangan,male,overall,overall,15.9
1/1/2020,Kelantan,P.029 Machang,N.35 Kemuning,both,overall,overall,47.378
1/1/2020,Kelantan,P.029 Machang,N.35 Kemuning,both,overall,citizen,47.123
1/1/2020,Kelantan,P.029 Machang,N.35 Kemuning,both,overall,noncitizen,0.255
1/1/2020,Kelantan,P.029 Machang,N.35 Kemuning,female,overall,overall,24.837
1/1/2020,Kelantan,P.029 Machang,N.35 Kemuning,male,overall,overall,22.541
1/1/2021,Kelantan,P.029 Machang,N.35 Kemuning,both,overall,overall,47.9
1/1/2021,Kelantan,P.029 Machang,N.35 Kemuning,both,overall,citizen,47.6
1/1/2021,Kelantan,P.029 Machang,N.35 Kemuning,both,overall,noncitizen,0.3
1/1/2021,Kelantan,P.029 Machang,N.35 Kemuning,female,overall,overall,25.1
1/1/2021,Kelantan,P.029 Machang,N.35 Kemuning,male,overall,overall,22.8
1/1/2022,Kelantan,P.029 Machang,N.35 Kemuning,both,overall,overall,48.4
1/1/2022,Kelantan,P.029 Machang,N.35 Kemuning,both,overall,citizen,48.1
1/1/2022,Kelantan,P.029 Machang,N.35 Kemuning,both,overall,noncitizen,0.2
1/1/2022,Kelantan,P.029 Machang,N.35 Kemuning,female,overall,overall,25.4
1/1/2022,Kelantan,P.029 Machang,N.35 Kemuning,male,overall,overall,23
1/1/2020,Kelantan,P.030 Jeli,N.36 Bukit Bunga,both,overall,overall,23.828
1/1/2020,Kelantan,P.030 Jeli,N.36 Bukit Bunga,both,overall,citizen,23.204
1/1/2020,Kelantan,P.030 Jeli,N.36 Bukit Bunga,both,overall,noncitizen,0.624
1/1/2020,Kelantan,P.030 Jeli,N.36 Bukit Bunga,female,overall,overall,11.708
1/1/2020,Kelantan,P.030 Jeli,N.36 Bukit Bunga,male,overall,overall,12.12
1/1/2021,Kelantan,P.030 Jeli,N.36 Bukit Bunga,both,overall,overall,24.1
1/1/2021,Kelantan,P.030 Jeli,N.36 Bukit Bunga,both,overall,citizen,23.5
1/1/2021,Kelantan,P.030 Jeli,N.36 Bukit Bunga,both,overall,noncitizen,0.6
1/1/2021,Kelantan,P.030 Jeli,N.36 Bukit Bunga,female,overall,overall,11.8
1/1/2021,Kelantan,P.030 Jeli,N.36 Bukit Bunga,male,overall,overall,12.3
1/1/2022,Kelantan,P.030 Jeli,N.36 Bukit Bunga,both,overall,overall,24.3
1/1/2022,Kelantan,P.030 Jeli,N.36 Bukit Bunga,both,overall,citizen,23.7
1/1/2022,Kelantan,P.030 Jeli,N.36 Bukit Bunga,both,overall,noncitizen,0.6
1/1/2022,Kelantan,P.030 Jeli,N.36 Bukit Bunga,female,overall,overall,12
1/1/2022,Kelantan,P.030 Jeli,N.36 Bukit Bunga,male,overall,overall,12.4
1/1/2020,Kelantan,P.030 Jeli,N.37 Air Lanas,both,overall,overall,37.44
1/1/2020,Kelantan,P.030 Jeli,N.37 Air Lanas,both,overall,citizen,36.318
1/1/2020,Kelantan,P.030 Jeli,N.37 Air Lanas,both,overall,noncitizen,1.122
1/1/2020,Kelantan,P.030 Jeli,N.37 Air Lanas,female,overall,overall,18.958
1/1/2020,Kelantan,P.030 Jeli,N.37 Air Lanas,male,overall,overall,18.482
1/1/2021,Kelantan,P.030 Jeli,N.37 Air Lanas,both,overall,overall,37.9
1/1/2021,Kelantan,P.030 Jeli,N.37 Air Lanas,both,overall,citizen,36.7
1/1/2021,Kelantan,P.030 Jeli,N.37 Air Lanas,both,overall,noncitizen,1.1
1/1/2021,Kelantan,P.030 Jeli,N.37 Air Lanas,female,overall,overall,19.2
1/1/2021,Kelantan,P.030 Jeli,N.37 Air Lanas,male,overall,overall,18.7
1/1/2022,Kelantan,P.030 Jeli,N.37 Air Lanas,both,overall,overall,38.2
1/1/2022,Kelantan,P.030 Jeli,N.37 Air Lanas,both,overall,citizen,37.2
1/1/2022,Kelantan,P.030 Jeli,N.37 Air Lanas,both,overall,noncitizen,1
1/1/2022,Kelantan,P.030 Jeli,N.37 Air Lanas,female,overall,overall,19.4
1/1/2022,Kelantan,P.030 Jeli,N.37 Air Lanas,male,overall,overall,18.8
1/1/2020,Kelantan,P.030 Jeli,N.38 Kuala Balah,both,overall,overall,17.684
1/1/2020,Kelantan,P.030 Jeli,N.38 Kuala Balah,both,overall,citizen,17.395
1/1/2020,Kelantan,P.030 Jeli,N.38 Kuala Balah,both,overall,noncitizen,0.289
1/1/2020,Kelantan,P.030 Jeli,N.38 Kuala Balah,female,overall,overall,8.56
1/1/2020,Kelantan,P.030 Jeli,N.38 Kuala Balah,male,overall,overall,9.124
1/1/2021,Kelantan,P.030 Jeli,N.38 Kuala Balah,both,overall,overall,17.9
1/1/2021,Kelantan,P.030 Jeli,N.38 Kuala Balah,both,overall,citizen,17.6
1/1/2021,Kelantan,P.030 Jeli,N.38 Kuala Balah,both,overall,noncitizen,0.3
1/1/2021,Kelantan,P.030 Jeli,N.38 Kuala Balah,female,overall,overall,8.7
1/1/2021,Kelantan,P.030 Jeli,N.38 Kuala Balah,male,overall,overall,9.2
1/1/2022,Kelantan,P.030 Jeli,N.38 Kuala Balah,both,overall,overall,18
1/1/2022,Kelantan,P.030 Jeli,N.38 Kuala Balah,both,overall,citizen,17.8
1/1/2022,Kelantan,P.030 Jeli,N.38 Kuala Balah,both,overall,noncitizen,0.3
1/1/2022,Kelantan,P.030 Jeli,N.38 Kuala Balah,female,overall,overall,8.7
1/1/2022,Kelantan,P.030 Jeli,N.38 Kuala Balah,male,overall,overall,9.3
1/1/2020,Kelantan,P.031 Kuala Krai,N.39 Mengkebang,both,overall,overall,30.952
1/1/2020,Kelantan,P.031 Kuala Krai,N.39 Mengkebang,both,overall,citizen,29.698
1/1/2020,Kelantan,P.031 Kuala Krai,N.39 Mengkebang,both,overall,noncitizen,1.254
1/1/2020,Kelantan,P.031 Kuala Krai,N.39 Mengkebang,female,overall,overall,15.386
1/1/2020,Kelantan,P.031 Kuala Krai,N.39 Mengkebang,male,overall,overall,15.566
1/1/2021,Kelantan,P.031 Kuala Krai,N.39 Mengkebang,both,overall,overall,31.3
1/1/2021,Kelantan,P.031 Kuala Krai,N.39 Mengkebang,both,overall,citizen,30.1
1/1/2021,Kelantan,P.031 Kuala Krai,N.39 Mengkebang,both,overall,noncitizen,1.2
1/1/2021,Kelantan,P.031 Kuala Krai,N.39 Mengkebang,female,overall,overall,15.6
1/1/2021,Kelantan,P.031 Kuala Krai,N.39 Mengkebang,male,overall,overall,15.7
1/1/2022,Kelantan,P.031 Kuala Krai,N.39 Mengkebang,both,overall,overall,31.6
1/1/2022,Kelantan,P.031 Kuala Krai,N.39 Mengkebang,both,overall,citizen,30.4
1/1/2022,Kelantan,P.031 Kuala Krai,N.39 Mengkebang,both,overall,noncitizen,1.2
1/1/2022,Kelantan,P.031 Kuala Krai,N.39 Mengkebang,female,overall,overall,15.7
1/1/2022,Kelantan,P.031 Kuala Krai,N.39 Mengkebang,male,overall,overall,15.9
1/1/2020,Kelantan,P.031 Kuala Krai,N.40 Guchil,both,overall,overall,30.523
1/1/2020,Kelantan,P.031 Kuala Krai,N.40 Guchil,both,overall,citizen,29.904
1/1/2020,Kelantan,P.031 Kuala Krai,N.40 Guchil,both,overall,noncitizen,0.619
1/1/2020,Kelantan,P.031 Kuala Krai,N.40 Guchil,female,overall,overall,15.336
1/1/2020,Kelantan,P.031 Kuala Krai,N.40 Guchil,male,overall,overall,15.187
1/1/2021,Kelantan,P.031 Kuala Krai,N.40 Guchil,both,overall,overall,30.9
1/1/2021,Kelantan,P.031 Kuala Krai,N.40 Guchil,both,overall,citizen,30.2
1/1/2021,Kelantan,P.031 Kuala Krai,N.40 Guchil,both,overall,noncitizen,0.6
1/1/2021,Kelantan,P.031 Kuala Krai,N.40 Guchil,female,overall,overall,15.5
1/1/2021,Kelantan,P.031 Kuala Krai,N.40 Guchil,male,overall,overall,15.3
1/1/2022,Kelantan,P.031 Kuala Krai,N.40 Guchil,both,overall,overall,31.2
1/1/2022,Kelantan,P.031 Kuala Krai,N.40 Guchil,both,overall,citizen,30.6
1/1/2022,Kelantan,P.031 Kuala Krai,N.40 Guchil,both,overall,noncitizen,0.6
1/1/2022,Kelantan,P.031 Kuala Krai,N.40 Guchil,female,overall,overall,15.7
1/1/2022,Kelantan,P.031 Kuala Krai,N.40 Guchil,male,overall,overall,15.5
1/1/2020,Kelantan,P.031 Kuala Krai,N.41 Manek Urai,both,overall,overall,26.121
1/1/2020,Kelantan,P.031 Kuala Krai,N.41 Manek Urai,both,overall,citizen,25.07
1/1/2020,Kelantan,P.031 Kuala Krai,N.41 Manek Urai,both,overall,noncitizen,1.051
1/1/2020,Kelantan,P.031 Kuala Krai,N.41 Manek Urai,female,overall,overall,12.875
1/1/2020,Kelantan,P.031 Kuala Krai,N.41 Manek Urai,male,overall,overall,13.246
1/1/2021,Kelantan,P.031 Kuala Krai,N.41 Manek Urai,both,overall,overall,26.4
1/1/2021,Kelantan,P.031 Kuala Krai,N.41 Manek Urai,both,overall,citizen,25.4
1/1/2021,Kelantan,P.031 Kuala Krai,N.41 Manek Urai,both,overall,noncitizen,1
1/1/2021,Kelantan,P.031 Kuala Krai,N.41 Manek Urai,female,overall,overall,13
1/1/2021,Kelantan,P.031 Kuala Krai,N.41 Manek Urai,male,overall,overall,13.4
1/1/2022,Kelantan,P.031 Kuala Krai,N.41 Manek Urai,both,overall,overall,26.7
1/1/2022,Kelantan,P.031 Kuala Krai,N.41 Manek Urai,both,overall,citizen,25.7
1/1/2022,Kelantan,P.031 Kuala Krai,N.41 Manek Urai,both,overall,noncitizen,1
1/1/2022,Kelantan,P.031 Kuala Krai,N.41 Manek Urai,female,overall,overall,13.2
1/1/2022,Kelantan,P.031 Kuala Krai,N.41 Manek Urai,male,overall,overall,13.5
1/1/2020,Kelantan,P.031 Kuala Krai,N.42 Dabong,both,overall,overall,17.411
1/1/2020,Kelantan,P.031 Kuala Krai,N.42 Dabong,both,overall,citizen,16.583
1/1/2020,Kelantan,P.031 Kuala Krai,N.42 Dabong,both,overall,noncitizen,0.828
1/1/2020,Kelantan,P.031 Kuala Krai,N.42 Dabong,female,overall,overall,8.547
1/1/2020,Kelantan,P.031 Kuala Krai,N.42 Dabong,male,overall,overall,8.864
1/1/2021,Kelantan,P.031 Kuala Krai,N.42 Dabong,both,overall,overall,17.6
1/1/2021,Kelantan,P.031 Kuala Krai,N.42 Dabong,both,overall,citizen,16.8
1/1/2021,Kelantan,P.031 Kuala Krai,N.42 Dabong,both,overall,noncitizen,0.8
1/1/2021,Kelantan,P.031 Kuala Krai,N.42 Dabong,female,overall,overall,8.6
1/1/2021,Kelantan,P.031 Kuala Krai,N.42 Dabong,male,overall,overall,9
1/1/2022,Kelantan,P.031 Kuala Krai,N.42 Dabong,both,overall,overall,17.8
1/1/2022,Kelantan,P.031 Kuala Krai,N.42 Dabong,both,overall,citizen,17
1/1/2022,Kelantan,P.031 Kuala Krai,N.42 Dabong,both,overall,noncitizen,0.8
1/1/2022,Kelantan,P.031 Kuala Krai,N.42 Dabong,female,overall,overall,8.7
1/1/2022,Kelantan,P.031 Kuala Krai,N.42 Dabong,male,overall,overall,9
1/1/2020,Kelantan,P.032 Gua Musang,N.43 Nenggiri,both,overall,overall,32.24
1/1/2020,Kelantan,P.032 Gua Musang,N.43 Nenggiri,both,overall,citizen,29.967
1/1/2020,Kelantan,P.032 Gua Musang,N.43 Nenggiri,both,overall,noncitizen,2.273
1/1/2020,Kelantan,P.032 Gua Musang,N.43 Nenggiri,female,overall,overall,15.034
1/1/2020,Kelantan,P.032 Gua Musang,N.43 Nenggiri,male,overall,overall,17.206
1/1/2021,Kelantan,P.032 Gua Musang,N.43 Nenggiri,both,overall,overall,32.6
1/1/2021,Kelantan,P.032 Gua Musang,N.43 Nenggiri,both,overall,citizen,30.3
1/1/2021,Kelantan,P.032 Gua Musang,N.43 Nenggiri,both,overall,noncitizen,2.3
1/1/2021,Kelantan,P.032 Gua Musang,N.43 Nenggiri,female,overall,overall,15.2
1/1/2021,Kelantan,P.032 Gua Musang,N.43 Nenggiri,male,overall,overall,17.4
1/1/2022,Kelantan,P.032 Gua Musang,N.43 Nenggiri,both,overall,overall,32.9
1/1/2022,Kelantan,P.032 Gua Musang,N.43 Nenggiri,both,overall,citizen,30.8
1/1/2022,Kelantan,P.032 Gua Musang,N.43 Nenggiri,both,overall,noncitizen,2.1
1/1/2022,Kelantan,P.032 Gua Musang,N.43 Nenggiri,female,overall,overall,15.4
1/1/2022,Kelantan,P.032 Gua Musang,N.43 Nenggiri,male,overall,overall,17.5
1/1/2020,Kelantan,P.032 Gua Musang,N.44 Paloh,both,overall,overall,30.025
1/1/2020,Kelantan,P.032 Gua Musang,N.44 Paloh,both,overall,citizen,26.907
1/1/2020,Kelantan,P.032 Gua Musang,N.44 Paloh,both,overall,noncitizen,3.118
1/1/2020,Kelantan,P.032 Gua Musang,N.44 Paloh,female,overall,overall,13.344
1/1/2020,Kelantan,P.032 Gua Musang,N.44 Paloh,male,overall,overall,16.681
1/1/2021,Kelantan,P.032 Gua Musang,N.44 Paloh,both,overall,overall,30.4
1/1/2021,Kelantan,P.032 Gua Musang,N.44 Paloh,both,overall,citizen,27.3
1/1/2021,Kelantan,P.032 Gua Musang,N.44 Paloh,both,overall,noncitizen,3.1
1/1/2021,Kelantan,P.032 Gua Musang,N.44 Paloh,female,overall,overall,13.5
1/1/2021,Kelantan,P.032 Gua Musang,N.44 Paloh,male,overall,overall,16.9
1/1/2022,Kelantan,P.032 Gua Musang,N.44 Paloh,both,overall,overall,30.6
1/1/2022,Kelantan,P.032 Gua Musang,N.44 Paloh,both,overall,citizen,27.7
1/1/2022,Kelantan,P.032 Gua Musang,N.44 Paloh,both,overall,noncitizen,2.9
1/1/2022,Kelantan,P.032 Gua Musang,N.44 Paloh,female,overall,overall,13.6
1/1/2022,Kelantan,P.032 Gua Musang,N.44 Paloh,male,overall,overall,17
1/1/2020,Kelantan,P.032 Gua Musang,N.45 Galas,both,overall,overall,50.23
1/1/2020,Kelantan,P.032 Gua Musang,N.45 Galas,both,overall,citizen,47.961
1/1/2020,Kelantan,P.032 Gua Musang,N.45 Galas,both,overall,noncitizen,2.269
1/1/2020,Kelantan,P.032 Gua Musang,N.45 Galas,female,overall,overall,23.863
1/1/2020,Kelantan,P.032 Gua Musang,N.45 Galas,male,overall,overall,26.367
1/1/2021,Kelantan,P.032 Gua Musang,N.45 Galas,both,overall,overall,50.8
1/1/2021,Kelantan,P.032 Gua Musang,N.45 Galas,both,overall,citizen,48.5
1/1/2021,Kelantan,P.032 Gua Musang,N.45 Galas,both,overall,noncitizen,2.3
1/1/2021,Kelantan,P.032 Gua Musang,N.45 Galas,female,overall,overall,24.1
1/1/2021,Kelantan,P.032 Gua Musang,N.45 Galas,male,overall,overall,26.6
1/1/2022,Kelantan,P.032 Gua Musang,N.45 Galas,both,overall,overall,51.3
1/1/2022,Kelantan,P.032 Gua Musang,N.45 Galas,both,overall,citizen,49.1
1/1/2022,Kelantan,P.032 Gua Musang,N.45 Galas,both,overall,noncitizen,2.1
1/1/2022,Kelantan,P.032 Gua Musang,N.45 Galas,female,overall,overall,24.4
1/1/2022,Kelantan,P.032 Gua Musang,N.45 Galas,male,overall,overall,26.9
1/1/2020,Terengganu,P.033 Besut,N.01 Kuala Besut,both,overall,overall,31.19
1/1/2020,Terengganu,P.033 Besut,N.01 Kuala Besut,both,overall,citizen,30.27
1/1/2020,Terengganu,P.033 Besut,N.01 Kuala Besut,both,overall,noncitizen,0.92
1/1/2020,Terengganu,P.033 Besut,N.01 Kuala Besut,female,overall,overall,15.063
1/1/2020,Terengganu,P.033 Besut,N.01 Kuala Besut,male,overall,overall,16.127
1/1/2021,Terengganu,P.033 Besut,N.01 Kuala Besut,both,overall,overall,31.8
1/1/2021,Terengganu,P.033 Besut,N.01 Kuala Besut,both,overall,citizen,30.8
1/1/2021,Terengganu,P.033 Besut,N.01 Kuala Besut,both,overall,noncitizen,1
1/1/2021,Terengganu,P.033 Besut,N.01 Kuala Besut,female,overall,overall,15.3
1/1/2021,Terengganu,P.033 Besut,N.01 Kuala Besut,male,overall,overall,16.4
1/1/2022,Terengganu,P.033 Besut,N.01 Kuala Besut,both,overall,overall,32.2
1/1/2022,Terengganu,P.033 Besut,N.01 Kuala Besut,both,overall,citizen,31.3
1/1/2022,Terengganu,P.033 Besut,N.01 Kuala Besut,both,overall,noncitizen,1
1/1/2022,Terengganu,P.033 Besut,N.01 Kuala Besut,female,overall,overall,15.6
1/1/2022,Terengganu,P.033 Besut,N.01 Kuala Besut,male,overall,overall,16.7
1/1/2020,Terengganu,P.033 Besut,N.02 Kota Putera,both,overall,overall,42.507
1/1/2020,Terengganu,P.033 Besut,N.02 Kota Putera,both,overall,citizen,41.753
1/1/2020,Terengganu,P.033 Besut,N.02 Kota Putera,both,overall,noncitizen,0.754
1/1/2020,Terengganu,P.033 Besut,N.02 Kota Putera,female,overall,overall,20.888
1/1/2020,Terengganu,P.033 Besut,N.02 Kota Putera,male,overall,overall,21.619
1/1/2021,Terengganu,P.033 Besut,N.02 Kota Putera,both,overall,overall,43.3
1/1/2021,Terengganu,P.033 Besut,N.02 Kota Putera,both,overall,citizen,42.5
1/1/2021,Terengganu,P.033 Besut,N.02 Kota Putera,both,overall,noncitizen,0.8
1/1/2021,Terengganu,P.033 Besut,N.02 Kota Putera,female,overall,overall,21.3
1/1/2021,Terengganu,P.033 Besut,N.02 Kota Putera,male,overall,overall,22
1/1/2022,Terengganu,P.033 Besut,N.02 Kota Putera,both,overall,overall,43.9
1/1/2022,Terengganu,P.033 Besut,N.02 Kota Putera,both,overall,citizen,43.1
1/1/2022,Terengganu,P.033 Besut,N.02 Kota Putera,both,overall,noncitizen,0.8
1/1/2022,Terengganu,P.033 Besut,N.02 Kota Putera,female,overall,overall,21.6
1/1/2022,Terengganu,P.033 Besut,N.02 Kota Putera,male,overall,overall,22.3
1/1/2020,Terengganu,P.033 Besut,N.03 Jertih,both,overall,overall,30.749
1/1/2020,Terengganu,P.033 Besut,N.03 Jertih,both,overall,citizen,30.078
1/1/2020,Terengganu,P.033 Besut,N.03 Jertih,both,overall,noncitizen,0.671
1/1/2020,Terengganu,P.033 Besut,N.03 Jertih,female,overall,overall,15.187
1/1/2020,Terengganu,P.033 Besut,N.03 Jertih,male,overall,overall,15.562
1/1/2021,Terengganu,P.033 Besut,N.03 Jertih,both,overall,overall,31.3
1/1/2021,Terengganu,P.033 Besut,N.03 Jertih,both,overall,citizen,30.6
1/1/2021,Terengganu,P.033 Besut,N.03 Jertih,both,overall,noncitizen,0.7
1/1/2021,Terengganu,P.033 Besut,N.03 Jertih,female,overall,overall,15.5
1/1/2021,Terengganu,P.033 Besut,N.03 Jertih,male,overall,overall,15.9
1/1/2022,Terengganu,P.033 Besut,N.03 Jertih,both,overall,overall,31.8
1/1/2022,Terengganu,P.033 Besut,N.03 Jertih,both,overall,citizen,31.1
1/1/2022,Terengganu,P.033 Besut,N.03 Jertih,both,overall,noncitizen,0.7
1/1/2022,Terengganu,P.033 Besut,N.03 Jertih,female,overall,overall,15.7
1/1/2022,Terengganu,P.033 Besut,N.03 Jertih,male,overall,overall,16.1
1/1/2020,Terengganu,P.033 Besut,N.04 Hulu Besut,both,overall,overall,23.379
1/1/2020,Terengganu,P.033 Besut,N.04 Hulu Besut,both,overall,citizen,23.024
1/1/2020,Terengganu,P.033 Besut,N.04 Hulu Besut,both,overall,noncitizen,0.355
1/1/2020,Terengganu,P.033 Besut,N.04 Hulu Besut,female,overall,overall,11.62
1/1/2020,Terengganu,P.033 Besut,N.04 Hulu Besut,male,overall,overall,11.759
1/1/2021,Terengganu,P.033 Besut,N.04 Hulu Besut,both,overall,overall,23.8
1/1/2021,Terengganu,P.033 Besut,N.04 Hulu Besut,both,overall,citizen,23.4
1/1/2021,Terengganu,P.033 Besut,N.04 Hulu Besut,both,overall,noncitizen,0.4
1/1/2021,Terengganu,P.033 Besut,N.04 Hulu Besut,female,overall,overall,11.8
1/1/2021,Terengganu,P.033 Besut,N.04 Hulu Besut,male,overall,overall,12
1/1/2022,Terengganu,P.033 Besut,N.04 Hulu Besut,both,overall,overall,24.1
1/1/2022,Terengganu,P.033 Besut,N.04 Hulu Besut,both,overall,citizen,23.8
1/1/2022,Terengganu,P.033 Besut,N.04 Hulu Besut,both,overall,noncitizen,0.4
